backtest_date,model,series_index,series_name,window,base_date,retrained,forecast_start,forecast_end,mape,ape,actual_values,forecast_values,model_hyperparameters
20250321_1121,TSMixer_univariate,66,series_00031,3,2019-01-01,True,2019-02-01,2019-04-01,0.43462,[0.704815 0.38152  0.217526],"[109.95612335205078, 123.6056900024414, 135.364501953125]","[187.454833984375, 170.76370239257812, 164.80975341796875]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,243,series_00250,3,2019-01-01,True,2019-02-01,2019-04-01,0.285631,[0.208006 0.307147 0.341739],"[606.7904663085938, 663.8031005859375, 566.6216430664062]","[480.57421875, 459.9179992675781, 372.9847717285156]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,13,series_00049,4,2019-02-01,False,2019-03-01,2019-05-01,0.216751,[0.183502 0.355543 0.111208],"[524.2074584960938, 615.3228759765625, 475.0140380859375]","[428.0141296386719, 396.5489807128906, 422.18853759765625]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,30,series_00132,4,2019-02-01,False,2019-03-01,2019-05-01,0.245328,[0.357458 0.176599 0.201928],"[538.8729248046875, 401.58026123046875, 408.9277648925781]","[346.2486877441406, 330.6615905761719, 326.3539123535156]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,61,series_00008,4,2019-02-01,False,2019-03-01,2019-05-01,0.133563,[0.215001 0.178287 0.007401],"[142.6942138671875, 132.97259521484375, 108.66486358642578]","[112.01480102539062, 109.2652816772461, 109.46910095214844]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,66,series_00031,4,2019-02-01,False,2019-03-01,2019-05-01,0.232768,[0.34493  0.258651 0.094723],"[123.6056900024414, 135.364501953125, 147.95562744140625]","[166.24095153808594, 170.37660217285156, 161.97044372558594]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,243,series_00250,4,2019-02-01,False,2019-03-01,2019-05-01,0.334884,[0.2765   0.245993 0.482158],"[663.8031005859375, 566.6216430664062, 814.87353515625]","[480.26153564453125, 427.2365417480469, 421.97607421875]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,13,series_00049,5,2019-03-01,False,2019-04-01,2019-06-01,0.230831,[0.337983 0.133194 0.221315],"[615.3228759765625, 475.0140380859375, 498.5135803222656]","[407.35394287109375, 411.7449035644531, 388.1849365234375]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,30,series_00132,5,2019-03-01,False,2019-04-01,2019-06-01,0.305394,[0.206521 0.208584 0.501078],"[401.58026123046875, 408.9277648925781, 629.1546020507812]","[318.64569091796875, 323.632080078125, 313.899169921875]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,61,series_00008,5,2019-03-01,False,2019-04-01,2019-06-01,0.085319,[0.166687 0.045636 0.043636],"[132.97259521484375, 108.66486358642578, 119.3052749633789]","[110.8078384399414, 113.62385559082031, 114.09928131103516]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,66,series_00031,5,2019-03-01,False,2019-04-01,2019-06-01,0.174188,[0.352729 0.077072 0.092763],"[135.364501953125, 147.95562744140625, 190.05108642578125]","[183.11143493652344, 159.35891723632812, 172.42137145996094]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
20250321_1121,TSMixer_univariate,243,series_00250,5,2019-03-01,False,2019-04-01,2019-06-01,0.298764,[0.141324 0.389465 0.365504],"[566.6216430664062, 814.87353515625, 701.6156616210938]","[486.54449462890625, 497.50860595703125, 445.1721496582031]","{'base_params': {'output_chunk_length': 3, 'output_chunk_shift': 1, 'input_chunk_length': 6, 'use_static_covariates': True, 'random_state': 1000, 'force_reset': True, 'save_checkpoints': True, 'work_dir': PosixPath('/workspace/logs/tensorboard_logs/backtest/TSMixer_univariate_utc_20250321_1121/backtest_window_3')}, 'model_architecture_params': {'hidden_size': 32, 'ff_size': 256, 'num_blocks': 1, 'dropout': 0.23399289665506579, 'use_reversible_instance_norm': True, 'normalize_before': False}, 'trainer_params': {'optimizer_cls': <class 'torch.optim.adamw.AdamW'>, 'n_epochs': 300, 'batch_size': 128, 'pl_trainer_kwargs': {'accelerator': 'gpu', 'devices': 1, 'enable_progress_bar': True, 'enable_model_summary': True, 'enable_checkpointing': True, 'check_val_every_n_epoch': 1, 'log_every_n_steps': 10, 'gradient_clip_algorithm': 'norm', 'gradient_clip_val': 33.046392051187624, 'logger': <pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7ff6216dcf50>, 'callbacks': [<pytorch_lightning.callbacks.early_stopping.EarlyStopping object at 0x7ff612827ad0>]}, 'optimizer_kwargs': {'weight_decay': 0.0005005075948781991}}, 'early_stopping_kwargs': {'patience': 15, 'min_delta': 0.0005}, 'lr_scheduler_params': {'lr_scheduler_cls': <class 'torch.optim.lr_scheduler.OneCycleLR'>, 'lr_scheduler_kwargs': {'interval': 'step', 'frequency': 1, 'total_steps': 28201, 'max_lr': 3.57628811825899e-06, 'pct_start': 0.3, 'div_factor': 45, 'final_div_factor': 75, 'three_phase': False}}}"
