backtest_date,model,series_index,series_name,window,base_date,retrained,forecast_start,forecast_end,mape,ape,actual_values,forecast_values,model_hyperparameters
20250322_1741,Prophet,66,series_00031,2,2018-12-01,True,2019-01-01,2019-03-01,0.591641,[0.858642 0.474148 0.442132],"[224.12342834472656, 109.95612335205078, 123.6056900024414]","[31.681712992711653, 57.820643700626334, 68.95566802649716]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,66,series_00031,3,2019-01-01,True,2019-02-01,2019-04-01,0.656184,[0.504419 0.464133 1.      ],"[109.95612335205078, 123.6056900024414, 135.364501953125]","[54.492200269930734, 66.23622829838932, 0.0]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,66,series_00031,4,2019-02-01,True,2019-03-01,2019-05-01,0.591339,[0.375869 1.       0.398148],"[123.6056900024414, 135.364501953125, 147.95562744140625]","[77.1460990842388, 0.0, 206.86391334998848]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,66,series_00031,5,2019-03-01,True,2019-04-01,2019-06-01,0.626918,[1.       0.423304 0.45745 ],"[135.364501953125, 147.95562744140625, 190.05108642578125]","[0.0, 210.58589625417875, 276.98991410418506]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,243,series_00250,0,2018-10-01,True,2018-11-01,2019-01-01,0.816922,[0.220085 1.963906 0.266775],"[541.8925170898438, 214.5341339111328, 697.3199462890625]","[422.6302449938768, 635.8590015343549, 511.2923126290938]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,243,series_00250,1,2018-11-01,True,2018-12-01,2019-02-01,0.802371,[1.966493 0.266491 0.174128],"[214.5341339111328, 697.3199462890625, 606.7904663085938]","[636.4139363216727, 511.49021102714227, 501.13150567496467]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,243,series_00250,2,2018-12-01,True,2019-01-01,2019-03-01,0.233632,[0.258344 0.164168 0.278384],"[697.3199462890625, 606.7904663085938, 663.8031005859375]","[517.1715397296936, 507.1750998148452, 479.0106957061845]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,243,series_00250,3,2019-01-01,True,2019-02-01,2019-04-01,0.21159,[0.203232 0.306824 0.124713],"[606.7904663085938, 663.8031005859375, 566.6216430664062]","[483.4709825923261, 460.1325331674282, 495.95636506417736]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,243,series_00250,4,2019-02-01,True,2019-03-01,2019-05-01,0.24795,[0.289404 0.098366 0.35608 ],"[663.8031005859375, 566.6216430664062, 814.87353515625]","[471.69579175786623, 510.8851707205896, 524.7132162715881]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
20250322_1741,Prophet,243,series_00250,5,2019-03-01,True,2019-04-01,2019-06-01,0.238843,[0.087988 0.347209 0.281332],"[566.6216430664062, 814.87353515625, 701.6156616210938]","[516.7658295148573, 531.9423013653523, 504.22885505729937]","{'seasonality_mode': 'additive', 'yearly_seasonality': True}"
